name,weekly_gross_eur,annual_gross_eur,adjusted_gross_eur,position,age,country,club,season,league,verified,bonus_gross_eur,signed,expiration,years,total_gross_eur,release_eur,status,position_detail,active
Sergio Ruiz,"€ 16,731","€ 870,000",,M,29,Spain,Granada,2023-2024,la-liga,,,"Aug 9, 2022","Jun 30, 2026",3,"€ 2,610,000",,Starter,CM,True
Nacho Vidal,"€ 16,731","€ 870,000",,D,29,Spain,Mallorca,2023-2024,la-liga,,,"Jan 26, 2024","Jun 30, 2024",1,"€ 870,000","€ 30,000,000",Starter,RB,True
Aihen Munoz,"€ 16,538","€ 860,000",,D,26,Spain,Real Sociedad,2023-2024,la-liga,,,"Nov 3, 2023","Jun 30, 2027",4,"€ 3,440,000","€ 50,000,000",Reserve,LB,True
Youssouf Sabaly,"€ 16,346","€ 850,000",,D,30,Senegal,Real Betis,2023-2024,la-liga,,,"Jul 1, 2021","Jun 30, 2026",3,"€ 2,550,000",,Reserve,RB,True
Siebe Van der Heyden,"€ 16,346","€ 850,000",,D,25,Belgium,Mallorca,2023-2024,la-liga,,,"Jul 18, 2023","Jun 30, 2028",5,"€ 4,250,000",,Reserve,CB,True
Martin Hongla,"€ 16,346","€ 850,000",,M,25,Cameroon,Granada,2023-2024,la-liga,,,"Jan 12, 2024","Jun 30, 2027",4,"€ 3,400,000",,Starter,DM,True
Antonio Sanchez,"€ 16,154","€ 840,000",,M,26,Spain,Mallorca,2023-2024,la-liga,,,"Mar 27, 2024","Jun 30, 2027",4,"€ 3,360,000",,Starter,CM,True
Predrag Rajkovic,"€ 16,154","€ 840,000",,K,28,Serbia,Mallorca,2023-2024,la-liga,,,"Jul 22, 2022","Jun 30, 2026",3,"€ 2,520,000",,Starter,GK,True
Cyle Larin,"€ 16,154","€ 840,000",,F,28,Canada,Mallorca,2023-2024,la-liga,,,"Aug 3, 2023","Jun 30, 2028",5,"€ 4,200,000",,Reserve,CF,True
Ruben Pena,"€ 15,962","€ 830,000",,D,32,Spain,Osasuna,2023-2024,la-liga,,,"Jul 1, 2022","Jun 30, 2025",2,"€ 1,660,000",,Starter,RB,True
Kirian Rodriguez,"€ 15,962","€ 830,000",,F,27,Spain,Las Palmas,2023-2024,la-liga,,,"Feb 14, 2024","Jun 30, 2028",5,"€ 4,150,000",,Starter,AM,True
Omar Mascarell,"€ 15,769","€ 820,000",,M,31,Spain,Mallorca,2023-2024,la-liga,,,"Jul 1, 2023","Jun 30, 2026",3,"€ 2,460,000",,Starter,DM,True
Luis Rioja,"€ 15,769","€ 820,000",,F,30,Spain,Alaves,2023-2024,la-liga,,,"Dec 9, 2021","Jun 30, 2025",2,"€ 1,640,000",,Starter,LW,True
Iddrisu Baba,"€ 15,769","€ 820,000",,M,28,Ghana,Almeria,2023-2024,la-liga,,,"Aug 10, 2023","Jun 30, 2024",1,"€ 820,000",,Reserve,CM,True
Jorge de Frutos,"€ 15,385","€ 800,000",,F,26,Spain,Rayo Vallecano,2023-2024,la-liga,,,"Aug 17, 2023","Jun 30, 2028",5,"€ 4,000,000",,Reserve,RW,True
Giovanni Gonzalez,"€ 15,385","€ 800,000",,D,29,Uruguay,Mallorca,2023-2024,la-liga,,,"Jan 29, 2022","Jun 30, 2024",1,"€ 800,000",,Starter,RB,True
Sory Kaba,"€ 15,385","€ 800,000",,F,28,Guinea,Las Palmas,2023-2024,la-liga,,,"Aug 17, 2023","Jun 30, 2027",4,"€ 3,200,000",,Reserve,CF,True
Abde Ezzalzouli,"€ 15,385","€ 800,000",,F,22,Morocco,Real Betis,2023-2024,la-liga,,,"Sep 1, 2023","Jun 30, 2028",5,"€ 4,000,000",,Starter,LW,True
Reinildo Mandava,"€ 15,385","€ 800,000",,D,30,Mozambique,Atletico Madrid,2023-2024,la-liga,,,"Jan 31, 2022","Jun 30, 2025",2,"€ 1,600,000",,Reserve,LB,True
Diego Lopez,"€ 15,385","€ 800,000",,F,21,Spain,Valencia,2023-2024,la-liga,,,"Apr 10, 2024","Jun 30, 2027",4,"€ 3,200,000","€ 100,000,000",Reserve,LW,True
David Garcia,"€ 15,385","€ 800,000",,D,29,Spain,Osasuna,2023-2024,la-liga,,,"May 3, 2021","Jun 30, 2026",3,"€ 2,400,000","€ 20,000,000",Starter,CB,True
Ruben Sobrino,"€ 15,385","€ 800,000",,F,31,Spain,Cadiz,2023-2024,la-liga,,,"Jun 29, 2023","Jun 30, 2026",3,"€ 2,400,000",,Starter,CF,True
Luis Milla,"€ 15,000","€ 780,000",,M,29,Spain,Getafe,2023-2024,la-liga,,,"Jul 25, 2022","Jun 30, 2027",4,"€ 3,120,000",,Starter,CM,True
Fali,"€ 15,000","€ 780,000",,D,30,Spain,Cadiz,2023-2024,la-liga,,,"Jul 23, 2023","Jun 30, 2026",3,"€ 2,340,000",,Starter,CB,True
Augusto Batalla,"€ 15,000","€ 780,000",,K,27,Argentina,Granada,2023-2024,la-liga,,,"Jan 3, 2024","Jun 30, 2024",1,"€ 780,000",,Starter,GK,True
Inigo Ruiz de Galarreta,"€ 14,615","€ 760,000",,M,30,Spain,Athletic Club,2023-2024,la-liga,,,"Jul 1, 2023","Jun 30, 2025",2,"€ 1,520,000",,Starter,CM,True
Arsen Zakharyan,"€ 14,423","€ 750,000",,F,20,Russia,Real Sociedad,2023-2024,la-liga,,,"Aug 19, 2023","Jun 30, 2029",6,"€ 4,500,000",,Starter,AM,True
Lucas Torro,"€ 14,423","€ 750,000",,M,29,Spain,Osasuna,2023-2024,la-liga,,,"Jun 9, 2022","Jun 30, 2027",4,"€ 3,000,000","€ 20,000,000",Starter,DM,True
Ruben Alcaraz,"€ 14,423","€ 750,000",,M,32,Spain,Cadiz,2023-2024,la-liga,,,"Jun 28, 2023","Jun 30, 2025",2,"€ 1,500,000",,Starter,CM,True
Lucien Agoume,"€ 14,038","€ 730,000",,M,21,France,Sevilla,2023-2024,la-liga,,,"Jan 10, 2024","Jun 30, 2024",1,"€ 730,000",,Reserve,DM,True
Rominigue Kouame,"€ 14,038","€ 730,000",,M,27,Mali,Cadiz,2023-2024,la-liga,,,"Sep 1, 2023","Jun 30, 2026",3,"€ 2,190,000",,Reserve,CM,True
Aleksandar Sedlar,"€ 14,038","€ 730,000",,D,32,Serbia,Alaves,2023-2024,la-liga,,,"Dec 15, 2023","Jun 30, 2025",2,"€ 1,460,000",,Reserve,CB,True
Orjan Nyland,"€ 14,038","€ 730,000",,K,33,Norway,Sevilla,2023-2024,la-liga,,,"May 23, 2024","Jun 30, 2026",3,"€ 2,190,000",,Starter,GK,True
Alejandro Pozo,"€ 13,846","€ 720,000",,D,24,Spain,Almeria,2023-2024,la-liga,,,"Jul 1, 2022","Jun 30, 2027",4,"€ 2,880,000",,Reserve,RB,True
Aleix Garcia,"€ 13,846","€ 720,000",,M,26,Spain,Girona,2023-2024,la-liga,,,"Jun 14, 2023","Jun 30, 2026",3,"€ 2,160,000","€ 20,000,000",Starter,CM,True
Javi Munoz,"€ 13,846","€ 720,000",,M,28,Spain,Las Palmas,2023-2024,la-liga,,,"Jul 1, 2023","Jun 30, 2025",2,"€ 1,440,000",,Starter,CM,True
Pejino,"€ 13,846","€ 720,000",,F,27,Spain,Las Palmas,2023-2024,la-liga,,,"Jun 22, 2023","Jun 30, 2026",3,"€ 2,160,000",,Reserve,LW,True
Myrto Uzuni,"€ 13,846","€ 720,000",,F,28,Albania,Granada,2023-2024,la-liga,,,"Oct 23, 2022","Jun 30, 2026",3,"€ 2,160,000",,Starter,LW,True
Fede San Emeterio,"€ 13,846","€ 720,000",,M,26,Spain,Cadiz,2023-2024,la-liga,,,"Aug 7, 2022","Jun 30, 2026",3,"€ 2,160,000",,Reserve,CM,True
Iza Carcelen,"€ 13,462","€ 700,000",,D,30,Spain,Cadiz,2023-2024,la-liga,,,"Jul 23, 2023","Jun 30, 2025",2,"€ 1,400,000",,Starter,RB,True
Martin Valjent,"€ 13,462","€ 700,000",,D,28,Slovakia,Mallorca,2023-2024,la-liga,,,"Feb 23, 2021","Jun 30, 2025",2,"€ 1,400,000",,Reserve,CB,True
Johnny,"€ 13,462","€ 700,000",,M,22,United States,Real Betis,2023-2024,la-liga,,,"Jan 1, 2024","Jun 30, 2029",6,"€ 4,200,000",,Starter,CM,True
Aitor Fernandez,"€ 13,462","€ 700,000",,K,32,Spain,Osasuna,2023-2024,la-liga,,,"Jul 2, 2022","Jun 30, 2025",2,"€ 1,400,000","€ 14,000,000",Reserve,GK,True
Choco Lozano,"€ 13,462","€ 700,000",,F,30,Honduras,Almeria,2023-2024,la-liga,,,"Feb 1, 2024","Jun 30, 2024",1,"€ 700,000",,Reserve,CF,True
Samu Costa,"€ 13,462","€ 700,000",,M,23,Portugal,Mallorca,2023-2024,la-liga,,,"Aug 10, 2023","Jun 30, 2028",5,"€ 3,500,000",,Reserve,DM,True
Jose Manuel Arnaiz,"€ 13,077","€ 680,000",,F,28,Spain,Osasuna,2023-2024,la-liga,,,"Jul 1, 2023","Jun 30, 2025",2,"€ 1,360,000",,Reserve,LW,True
Stole Dimitrievski,"€ 12,692","€ 660,000",,K,30,North Macedonia,Rayo Vallecano,2023-2024,la-liga,,,"Jan 27, 2020","Jun 30, 2024",1,"€ 660,000",,Starter,GK,True
Xeber Alkain,"€ 12,692","€ 660,000",,F,26,Spain,Alaves,2023-2024,la-liga,,,"Jul 1, 2022","Jun 30, 2025",2,"€ 1,320,000",,Reserve,RW,True
Kike Garcia,"€ 12,500","€ 650,000",,F,34,Spain,Alaves,2023-2024,la-liga,,,"Aug 13, 2023","Jun 30, 2025",2,"€ 1,300,000",,Reserve,CF,True
Sergio Camello,"€ 12,500","€ 650,000",,F,22,Spain,Rayo Vallecano,2023-2024,la-liga,,,"Aug 17, 2023","Jun 30, 2027",4,"€ 2,600,000",,Starter,CF,True
Gaston Alvarez,"€ 12,500","€ 650,000",,D,23,Uruguay,Getafe,2023-2024,la-liga,,,"Jul 1, 2023","Jun 30, 2028",5,"€ 3,250,000",,Reserve,CB,True
Gerard Gumbau,"€ 12,500","€ 650,000",,M,29,Spain,Granada,2023-2024,la-liga,,,"Jul 27, 2023","Jun 30, 2024",1,"€ 650,000",,Starter,DM,True
Antonio Puertas,"€ 12,308","€ 640,000",,F,31,Spain,Granada,2023-2024,la-liga,,,"Jan 21, 2020","Jun 30, 2024",1,"€ 640,000",,Reserve,RW,True
Luis Hernandez,"€ 12,115","€ 630,000",,D,34,Spain,Cadiz,2023-2024,la-liga,,,"Oct 31, 2023","Jun 30, 2026",3,"€ 1,890,000",,Reserve,CB,True
Alex Suarez,"€ 12,115","€ 630,000",,D,30,Spain,Las Palmas,2023-2024,la-liga,,,"Feb 13, 2024","Jun 30, 2026",3,"€ 1,890,000",,Starter,CB,True
Marc Cardona,"€ 12,115","€ 630,000",,F,28,Spain,Las Palmas,2023-2024,la-liga,,,"Jun 20, 2023","Jun 30, 2026",3,"€ 1,890,000",,Reserve,CF,True
Fermin Lopez,"€ 12,115","€ 630,000",,M,20,Spain,Barcelona,2023-2024,la-liga,,,"Aug 29, 2023","Jun 30, 2027",4,"€ 2,520,000","€ 400,000,000",Reserve,CM,True
Carles Alena,"€ 12,115","€ 630,000",,M,26,Spain,Getafe,2023-2024,la-liga,,,"Jul 10, 2021","Jun 30, 2026",3,"€ 1,890,000",,Starter,CM,True
Damian Suarez,"€ 11,923","€ 620,000",,D,35,Uruguay,Getafe,2023-2024,la-liga,,,"May 20, 2022","Jun 30, 2024",1,"€ 620,000",,Reserve,RB,True
Fran Perez,"€ 11,923","€ 620,000",,F,21,Spain,Valencia,2023-2024,la-liga,,,"Sep 5, 2023","Jun 30, 2026",3,"€ 1,860,000","€ 80,000,000",Starter,RW,True
Rodrigo Riquelme,"€ 11,923","€ 620,000",,F,23,Spain,Atletico Madrid,2023-2024,la-liga,,,"Aug 1, 2022","Jun 30, 2028",5,"€ 3,100,000",,Reserve,LW,True
Juanmi Latasa,"€ 11,923","€ 620,000",,F,22,Spain,Getafe,2023-2024,la-liga,,,"Jul 2, 2023","Jun 30, 2024",1,"€ 620,000",,Reserve,CF,True
Raul Garcia,"€ 11,538","€ 600,000",,F,23,Spain,Osasuna,2023-2024,la-liga,,,"Aug 10, 2023","Jun 30, 2028",5,"€ 3,000,000",,Reserve,CF,True
Aitor Ruibal,"€ 11,538","€ 600,000",,F,27,Spain,Real Betis,2023-2024,la-liga,,,"Jun 9, 2021","Jun 30, 2025",2,"€ 1,200,000",,Reserve,RW,True
Leo Baptistao,"€ 11,538","€ 600,000",,F,31,Brazil,Almeria,2023-2024,la-liga,,,"Aug 11, 2022","Jun 30, 2026",3,"€ 1,800,000",,Starter,CF,True
Jon Pacheco,"€ 11,538","€ 600,000",,D,23,Spain,Real Sociedad,2023-2024,la-liga,,,"Jul 1, 2022","Jun 30, 2027",4,"€ 2,400,000","€ 50,000,000",Starter,CB,True
Daniel Fuzato,"€ 11,538","€ 600,000",,K,26,Brazil,Getafe,2023-2024,la-liga,,,"Jul 5, 2023","Jun 30, 2024",1,"€ 600,000",,Reserve,GK,True
Filip Jorgensen,"€ 11,538","€ 600,000",,K,21,Denmark,Villarreal,2023-2024,la-liga,,,"Nov 12, 2020","Jun 30, 2025",2,"€ 1,200,000",,Starter,GK,True
Juanpe,"€ 11,538","€ 600,000",,D,32,Spain,Girona,2023-2024,la-liga,,,"May 10, 2023","Jun 30, 2024",1,"€ 600,000",,Reserve,CB,True
Andre Almeida,"€ 11,538","€ 600,000",,M,23,Portugal,Valencia,2023-2024,la-liga,,,"Aug 25, 2022","Jun 30, 2028",5,"€ 3,000,000",,Reserve,CM,True
Fabrizio Angileri,"€ 11,538","€ 600,000",,D,29,Argentina,Getafe,2023-2024,la-liga,,,"Jul 14, 2022","Jun 30, 2026",3,"€ 1,800,000",,Reserve,LB,True
Ilias Akhomach,"€ 11,538","€ 600,000",,F,19,Morocco,Villarreal,2023-2024,la-liga,,,"Jul 3, 2023","Jun 30, 2026",3,"€ 1,800,000",,Starter,RW,True
Kevin Vazquez,"€ 11,538","€ 600,000",,D,30,Spain,Celta Vigo,2023-2024,la-liga,,,"Jun 28, 2023","Jun 30, 2025",2,"€ 1,200,000",,Reserve,RB,True
Ibrahima Kone,"€ 11,538","€ 600,000",,F,24,Mali,Almeria,2023-2024,la-liga,,,"Aug 16, 2023","Jun 30, 2028",5,"€ 3,000,000",,Reserve,CF,True
Raul Fernandez,"€ 11,346","€ 590,000",,K,35,Spain,Granada,2023-2024,la-liga,,,"Jul 18, 2022","Jun 30, 2024",1,"€ 590,000",,Reserve,GK,True
Cenk Ozkacar,"€ 11,346","€ 590,000",,D,23,Turkey,Valencia,2023-2024,la-liga,,,"Jul 1, 2023","Jun 30, 2028",5,"€ 2,950,000",,Starter,CB,True
Alfonso Espino,"€ 11,154","€ 580,000",,D,32,Uruguay,Rayo Vallecano,2023-2024,la-liga,,,"Jul 17, 2023","Jun 30, 2026",3,"€ 1,740,000",,Starter,LB,True
Ruben Duarte,"€ 10,962","€ 570,000",,D,28,Spain,Alaves,2023-2024,la-liga,,,"Jul 1, 2017","Jun 30, 2026",3,"€ 1,710,000",,Reserve,LB,True
Yerson Mosquera,"€ 10,769","€ 560,000",,D,22,Colombia,Villarreal,2023-2024,la-liga,,,"Jan 23, 2024","Jun 30, 2024",1,"€ 560,000",,Starter,CB,True
Martin Merquelanz,"€ 10,769","€ 560,000",,F,28,Spain,Real Sociedad,2023-2024,la-liga,,,"Aug 14, 2018","Jun 30, 2025",2,"€ 1,120,000","€ 65,000,000",Reserve,LW,True
Matija Nastasic,"€ 10,577","€ 550,000",,D,30,Serbia,Mallorca,2023-2024,la-liga,,,"Sep 1, 2022","Jun 30, 2024",1,"€ 550,000",,Starter,CB,True
Jorgen Strand Larsen,"€ 10,577","€ 550,000",,F,23,Norway,Celta Vigo,2023-2024,la-liga,,,"Sep 1, 2022","Jun 30, 2028",5,"€ 2,750,000",,Starter,CF,True
Sergio Arribas,"€ 10,577","€ 550,000",,F,22,Spain,Almeria,2023-2024,la-liga,,,"Aug 9, 2023","Jun 30, 2029",6,"€ 3,300,000",,Starter,AM,True
Ivan Martin,"€ 10,577","€ 550,000",,F,24,Spain,Girona,2023-2024,la-liga,,,"Jul 22, 2023","Jun 30, 2026",3,"€ 1,650,000",,Starter,AM,True
Brian Ocampo,"€ 10,385","€ 540,000",,F,24,Uruguay,Cadiz,2023-2024,la-liga,,,"Aug 28, 2022","Jun 30, 2026",3,"€ 1,620,000","€ 15,000,000",Reserve,LW,True
Gonzalo Melero,"€ 10,385","€ 540,000",,M,30,Spain,Almeria,2023-2024,la-liga,,,"Sep 1, 2022","Jun 30, 2026",3,"€ 1,620,000",,Starter,CM,True
Unai Lopez,"€ 10,385","€ 540,000",,M,28,Spain,Rayo Vallecano,2023-2024,la-liga,,,"Jul 1, 2022","Jun 30, 2024",1,"€ 540,000",,Reserve,CM,True
Jose Angel Carmona,"€ 10,385","€ 540,000",,D,22,Spain,Getafe,2023-2024,la-liga,,,"Jul 20, 2023","Jun 30, 2024",1,"€ 540,000",,Reserve,RB,True
Unai Garcia,"€ 10,192","€ 530,000",,D,31,Spain,Osasuna,2023-2024,la-liga,,,"Dec 7, 2022","Jun 30, 2025",2,"€ 1,060,000","€ 20,000,000",Starter,CB,True
Marcos Paulo,"€ 10,000","€ 520,000",,F,23,Portugal,Atletico Madrid,2023-2024,la-liga,,,"Jul 1, 2021","Jun 30, 2026",3,"€ 1,560,000",,Reserve,LW,True
Julian Araujo,"€ 10,000","€ 520,000",,D,22,Mexico,Barcelona,2023-2024,la-liga,,,"Jul 1, 2023","Jun 30, 2026",3,"€ 1,560,000",,Reserve,RB,False
Dani Rodriguez,"€ 10,000","€ 520,000",,F,35,Spain,Mallorca,2023-2024,la-liga,,,"Mar 12, 2024","Jun 30, 2025",2,"€ 1,040,000",,Starter,AM,True
Abde Rebbach,"€ 10,000","€ 520,000",,F,25,Algeria,Alaves,2023-2024,la-liga,,,"Jan 24, 2024","Jun 30, 2028",5,"€ 2,600,000",,Reserve,LW,True
Youba Diarra,"€ 10,000","€ 520,000",,M,25,Mali,Cadiz,2023-2024,la-liga,,,"Jan 1, 2023","Jun 30, 2027",4,"€ 2,080,000",,Reserve,CM,True
Oscar Trejo,"€ 9,808","€ 510,000",,F,35,Argentina,Rayo Vallecano,2023-2024,la-liga,,,"Oct 6, 2022","Jun 30, 2024",1,"€ 510,000",,Reserve,AM,True
Theo Corbeanu,"€ 9,615","€ 500,000",,F,21,Canada,Granada,2023-2024,la-liga,,,"Feb 1, 2024","Jun 30, 2026",3,"€ 1,500,000",,Reserve,RW,True
Aaron Escandell,"€ 9,615","€ 500,000",,K,28,Spain,Las Palmas,2023-2024,la-liga,,,"Jul 24, 2023","Jun 30, 2025",2,"€ 1,000,000",,Reserve,GK,True
Benat Turrientes,"€ 9,615","€ 500,000",,M,22,Spain,Real Sociedad,2023-2024,la-liga,,,"Jul 1, 2022","Jun 30, 2027",4,"€ 2,000,000",,Starter,CM,True
Miguel Rodriguez,"€ 9,615","€ 500,000",,F,20,Spain,Celta Vigo,2023-2024,la-liga,,,"Aug 9, 2023","Jun 30, 2028",5,"€ 2,500,000",,Reserve,RW,True
Assane Diao,"€ 9,615","€ 500,000",,F,18,Spain,Real Betis,2023-2024,la-liga,,,"Jul 26, 2023","Jun 30, 2027",4,"€ 2,000,000",,Reserve,LW,True
Antonio Blanco,"€ 9,615","€ 500,000",,M,23,Spain,Alaves,2023-2024,la-liga,,,"Jul 25, 2023","Jun 30, 2027",4,"€ 2,000,000",,Starter,DM,True
Andrei Ratiu,"€ 9,615","€ 500,000",,D,25,Romania,Rayo Vallecano,2023-2024,la-liga,,,"Aug 26, 2023","Jun 30, 2028",5,"€ 2,500,000",,Reserve,RB,True
Rodri,"€ 9,615","€ 500,000",,F,23,Spain,Real Betis,2023-2024,la-liga,,,"Oct 18, 2023","Jun 30, 2028",5,"€ 2,500,000","€ 25,000,000",Reserve,AM,True
Giuliano Simeone,"€ 9,615","€ 500,000",,F,21,Argentina,Alaves,2023-2024,la-liga,,,"Jul 21, 2023","Jun 30, 2024",1,"€ 500,000",,Reserve,CF,True
Alex Fernandez,"€ 9,423","€ 490,000",,F,31,Spain,Cadiz,2023-2024,la-liga,,,"Jun 6, 2022","Jun 30, 2025",2,"€ 980,000",,Reserve,AM,True
Dion Lopy,"€ 9,231","€ 480,000",,M,22,Senegal,Almeria,2023-2024,la-liga,,,"Aug 5, 2023","Jun 30, 2029",6,"€ 2,880,000",,Starter,DM,True
Jesus Vazquez,"€ 9,231","€ 480,000",,D,21,Spain,Valencia,2023-2024,la-liga,,,"Apr 6, 2021","Jun 30, 2025",2,"€ 960,000",,Reserve,LB,True
Yan Couto,"€ 9,231","€ 480,000",,D,21,Brazil,Girona,2023-2024,la-liga,,,"Jul 14, 2023","Jun 30, 2024",1,"€ 480,000",,Starter,RB,True
Ivan Alejo,"€ 9,038","€ 470,000",,F,28,Spain,Cadiz,2023-2024,la-liga,,,"Aug 4, 2020","Jun 30, 2025",2,"€ 940,000",,Starter,RW,True
Toni Villa,"€ 9,038","€ 470,000",,F,29,Spain,Girona,2023-2024,la-liga,,,"Sep 1, 2022","Jun 30, 2025",2,"€ 940,000",,Reserve,LW,True
Jon Guridi,"€ 8,846","€ 460,000",,M,28,Spain,Alaves,2023-2024,la-liga,,,"Jul 11, 2022","Jun 30, 2026",3,"€ 1,380,000",,Starter,CM,True
Selim Amallah,"€ 8,846","€ 460,000",,F,27,Morocco,Valencia,2023-2024,la-liga,,,"Aug 29, 2023","Jun 30, 2024",1,"€ 460,000",,Starter,AM,True
Aridane Hernandez,"€ 8,846","€ 460,000",,D,34,Spain,Rayo Vallecano,2023-2024,la-liga,,,"Jul 5, 2023","Jun 30, 2025",2,"€ 920,000",,Reserve,CB,True
Carlos Romero,"€ 8,654","€ 450,000",,D,22,Spain,Villarreal,2023-2024,la-liga,,,"Nov 28, 2023","Jun 30, 2027",4,"€ 1,800,000",,Reserve,LB,True
Nahuel Tenaglia,"€ 8,654","€ 450,000",,D,27,Argentina,Alaves,2023-2024,la-liga,,,"Aug 20, 2023","Jun 30, 2027",4,"€ 1,800,000",,Reserve,RB,True
Ivan Balliu,"€ 8,654","€ 450,000",,D,32,Albania,Rayo Vallecano,2023-2024,la-liga,,,"Jul 7, 2022","Jun 30, 2025",2,"€ 900,000",,Starter,RB,True
Dani Cardenas,"€ 8,654","€ 450,000",,K,26,Spain,Rayo Vallecano,2023-2024,la-liga,,,"Aug 18, 2023","Jun 30, 2027",4,"€ 1,800,000",,Reserve,GK,True
Carlos Vicente,"€ 8,654","€ 450,000",,F,24,Spain,Alaves,2023-2024,la-liga,,,"Jan 1, 2024","Jun 30, 2027",4,"€ 1,800,000",,Reserve,RW,True
Victor Diaz,"€ 8,462","€ 440,000",,D,35,Spain,Granada,2023-2024,la-liga,,,"Mar 30, 2022","Jun 30, 2024",1,"€ 440,000",,Reserve,RB,True
Fernando Martinez,"€ 8,462","€ 440,000",,K,33,Spain,Almeria,2023-2024,la-liga,,,"Jan 19, 2023","Jun 30, 2025",2,"€ 880,000",,Reserve,GK,True
Robert Navarro,"€ 8,077","€ 420,000",,F,21,Spain,Cadiz,2023-2024,la-liga,,,"Sep 1, 2023","Jun 30, 2024",1,"€ 420,000",,Starter,AM,True
Julen Agirrezabala,"€ 8,077","€ 420,000",,K,23,Spain,Athletic Club,2023-2024,la-liga,,,"Jul 1, 2022","Jun 30, 2025",2,"€ 840,000",,Reserve,GK,True
Adu Ares,"€ 8,077","€ 420,000",,F,22,Spain,Athletic Club,2023-2024,la-liga,,,"Dec 14, 2023","Jun 30, 2027",4,"€ 1,680,000",,Reserve,LW,True
Alberto Mari,"€ 8,077","€ 420,000",,F,22,Spain,Valencia,2023-2024,la-liga,,,"Jul 26, 2023","Jun 30, 2026",3,"€ 1,260,000",,Reserve,CF,True
Faitout Maouassa,"€ 8,077","€ 420,000",,D,25,France,Granada,2023-2024,la-liga,,,"Jan 25, 2024","Jun 30, 2024",1,"€ 420,000",,Starter,LB,True
Jaume Costa,"€ 8,077","€ 420,000",,D,35,Spain,Mallorca,2023-2024,la-liga,,,"Jun 12, 2023","Jun 30, 2024",1,"€ 420,000",,Starter,LB,True
Kike Barja,"€ 8,077","€ 420,000",,F,26,Spain,Osasuna,2023-2024,la-liga,,,"Dec 13, 2021","Jun 30, 2026",3,"€ 1,260,000",,Reserve,RW,True
Kike Perez,"€ 8,077","€ 420,000",,M,26,Spain,Rayo Vallecano,2023-2024,la-liga,,,"Aug 10, 2023","Jun 30, 2024",1,"€ 420,000",,Starter,CM,True
Jose Mari,"€ 7,885","€ 410,000",,M,36,Spain,Cadiz,2023-2024,la-liga,,,"Jan 8, 2023","Jun 30, 2025",2,"€ 820,000",,Reserve,DM,True
Urko Gonzalez de Zarate,"€ 7,885","€ 410,000",,M,22,Spain,Real Sociedad,2023-2024,la-liga,,,"Jul 1, 2022","Jun 30, 2028",5,"€ 2,050,000",,Reserve,DM,True
Javi Guerra,"€ 7,692","€ 400,000",,M,20,Spain,Valencia,2023-2024,la-liga,,,"May 16, 2023","Jun 30, 2027",4,"€ 1,600,000","€ 100,000,000",Starter,CM,True
Renato Tapia,"€ 7,692","€ 400,000",,M,28,Peru,Celta Vigo,2023-2024,la-liga,,,"Aug 4, 2020","Jun 30, 2024",1,"€ 400,000",,Starter,DM,True
Lazaro,"€ 7,692","€ 400,000",,F,21,Brazil,Almeria,2023-2024,la-liga,,,"Sep 1, 2022","Jun 30, 2028",5,"€ 2,000,000",,Reserve,LW,True
Alex Centelles,"€ 7,692","€ 400,000",,D,24,Spain,Almeria,2023-2024,la-liga,,,"Jun 4, 2022","Jun 30, 2026",3,"€ 1,200,000",,Starter,LB,True
Juan Cruz,"€ 7,692","€ 400,000",,D,31,Spain,Osasuna,2023-2024,la-liga,,,"Dec 13, 2022","Jun 30, 2026",3,"€ 1,200,000","€ 15,000,000",Reserve,LB,True
Joao Felix,"€ 7,692","€ 400,000",,F,24,Portugal,Barcelona,2023-2024,la-liga,,,"Sep 1, 2023","Jun 30, 2024",1,"€ 400,000",,Starter,LW,True
Jesus Areso,"€ 7,692","€ 400,000",,D,24,Spain,Osasuna,2023-2024,la-liga,,,"Jul 1, 2021","Jun 30, 2026",3,"€ 1,200,000",,Starter,RB,True
Arnau Martinez,"€ 7,692","€ 400,000",,D,20,Spain,Girona,2023-2024,la-liga,,,"Jan 3, 2022","Jun 30, 2025",2,"€ 800,000","€ 20,000,000",Reserve,RB,True
Nico Paz,"€ 7,692","€ 400,000",,F,19,Argentina,Real Madrid,2023-2024,la-liga,,,"Jul 1, 2023","Jun 30, 2027",4,"€ 1,600,000",,Reserve,AM,True
Sergi Guardiola,"€ 7,500","€ 390,000",,F,32,Spain,Cadiz,2023-2024,la-liga,,,"Jul 1, 2023","Jun 30, 2025",2,"€ 780,000",,Reserve,CF,True
Carlos Neva,"€ 7,308","€ 380,000",,D,27,Spain,Granada,2023-2024,la-liga,,,"Feb 8, 2021","Jun 30, 2025",2,"€ 760,000",,Reserve,LB,True
Abdon Prats,"€ 7,308","€ 380,000",,F,31,Spain,Mallorca,2023-2024,la-liga,,,"Nov 27, 2023","Jun 30, 2026",3,"€ 1,140,000",,Reserve,CF,True
Benito Ramirez,"€ 7,308","€ 380,000",,F,28,Spain,Las Palmas,2023-2024,la-liga,,,"Jun 21, 2023","Jun 30, 2025",2,"€ 760,000",,Reserve,LW,True
Abdel Abqar,"€ 7,115","€ 370,000",,D,24,Morocco,Alaves,2023-2024,la-liga,,,"Jul 1, 2022","Jun 30, 2025",2,"€ 740,000",,Starter,CB,True
